"Observation Report",

"Score Definition"
"5 = Excellent","4 = Good","3 = Neutral","2 = Need To Improved","1 = Not Observed"

SL,"Branch Name","Project Name","Entry Date","Data Submission Date","Activity Name",Year,Month,"Start Date","Start Time","End Date","End Time",Division,District,Upazila,Union,"Event Location","Event Village","Event Ward","Preparatory Work","Time management of the event was","Participants attention","Logistical arrangements","Relevancy of delivery of messages","Participants Feedback","Event Note","Submitted By"
623,Sharsha,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,14-10-2021,11:30:00,31-10-2021,17:19:14,Khulna,Jashore,Sharsha,Benapole,,"Digiper Probopara",5,4,4,4,4,4,4,N/A,
624,Bagharpara,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,10-10-2021,15:30:00,10-10-2021,16:05:00,Khulna,Jashore,Bagherpara,Darajhat,,"Pukuria(modho para)",5,4,4,4,4,4,4,,
625,Sharsha,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,14-10-2021,11:00:00,14-10-2021,11:30:00,Khulna,Jashore,Sharsha,Benapole,,"Digirpar Probopara ",5,4,4,4,4,4,4,N/A,
626,Bagharpara,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,September,20-09-2021,16:05:00,20-09-2021,16:30:00,Khulna,Jashore,Bagherpara,Basuari,,"Pakar ali(khapara)",2,5,5,4,4,4,4,,
627,Sharsha,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,14-10-2021,10:30:00,14-10-2021,10:50:00,Khulna,Jashore,Sharsha,Benapole,,"Kagmary Modhopara",4,4,4,4,4,4,4,N/A,
628,Sharsha,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,14-10-2021,10:00:00,14-10-2021,10:30:00,Khulna,Jashore,Sharsha,Benapole,N/A,"Kagmary Modhopara",4,4,4,4,4,4,4,N/A,
629,Bagharpara,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,September,20-09-2021,15:30:00,20-09-2021,16:05:00,Khulna,Jashore,Bagherpara,Basuari,,"Pakar ali(khapara)",2,5,4,4,4,4,4,,
630,Sharsha,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,14-10-2021,09:00:00,14-10-2021,09:30:00,Khulna,Jashore,Sharsha,Benapole,,"Kagmary Probopara",4,4,4,4,4,4,4,N/A,
631,Sharsha,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,14-10-2021,08:30:00,14-10-2021,09:00:00,Khulna,Jashore,Sharsha,Benapole,,"Kagmary Probopara",4,4,4,4,4,4,4,N/A,
632,Bagharpara,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,11-10-2021,16:05:00,11-10-2021,16:30:00,Khulna,Jashore,Bagherpara,Basuari,,"Ayapur ( dokhen para) ",1,5,4,4,4,4,4,,
633,Bagharpara,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,11-10-2021,15:30:00,11-10-2021,16:05:00,Khulna,Jashore,Bagherpara,Basuari,,"Ayapur ( dokhen para) ",1,5,5,4,4,4,4,,
634,Sharsha,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,13-10-2021,04:30:00,13-10-2021,04:50:00,Khulna,Jashore,Sharsha,Benapole,,"Kaguspukur Khadapara",5,4,4,4,4,4,4,N/A,
635,Bagharpara,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,11-10-2021,14:35:00,11-10-2021,15:00:00,Khulna,Jashore,Bagherpara,Basuari,,"Kholilpur (kha para)",4,4,4,4,4,4,4,,
636,Bagharpara,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,11-10-2021,14:00:00,11-10-2021,14:35:00,Khulna,Jashore,Bagherpara,Basuari,,"Kholilpur (kha para)",4,5,4,4,4,4,4,,
637,Sharsha,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,13-10-2021,04:00:00,13-10-2021,04:30:00,Khulna,Jashore,Sharsha,Benapole,,"Kaguspukur Khadapara",5,4,4,3,4,4,4,N/A,
638,Bagharpara,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,11-10-2021,12:35:00,11-10-2021,13:00:00,Khulna,Jashore,Bagherpara,Basuari,,"Ayapur ( Bell para) ",1,5,4,4,4,4,4,,
639,Sharsha,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,13-10-2021,03:30:00,13-10-2021,03:50:00,Khulna,Jashore,Sharsha,Benapole,,"Kaguspukur Kolony",4,4,4,4,4,4,4,N/A,
640,Sharsha,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,13-10-2021,03:00:00,13-10-2021,03:30:00,Khulna,Jashore,Sharsha,Benapole,,"Kaguspukur Kolony",3,4,4,4,4,4,4,N/A,
641,Sharsha,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,13-10-2021,11:30:00,13-10-2021,11:50:00,Khulna,Jashore,Sharsha,Benapole,,Kaguspukur,4,4,4,4,4,4,4,N/A,
642,Sharsha,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,31-10-2021,16:29:44,13-10-2021,11:30:00,Khulna,Jashore,Sharsha,Benapole,,Kaguspukur,4,4,4,4,4,4,4,N/A,
643,Sharsha,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,13-10-2021,10:00:00,13-10-2021,10:20:00,Khulna,Jashore,Sharsha,Benapole,,"Benapole ",3,4,4,4,4,4,4,N/A,
644,Sharsha,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,13-10-2021,09:30:00,13-10-2021,10:00:00,Khulna,Jashore,Sharsha,Benapole,,"Benapole ",3,4,4,4,4,4,4,N/A,
645,Sharsha,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,13-10-2021,09:00:00,13-10-2021,09:20:00,Khulna,Jashore,Sharsha,Benapole,,Benapole,3,4,4,4,4,4,4,N/A,
646,Sharsha,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,13-10-2021,08:30:00,13-10-2021,09:00:00,Khulna,Jashore,Sharsha,Benapole,,Benapole,3,4,4,4,4,4,4,N/A,
647,Bagharpara,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,11-10-2021,12:00:00,11-10-2021,12:35:00,Khulna,Jashore,Bagherpara,Basuari,,"Ayapur ( Bell para) ",1,5,4,4,4,4,4,,
648,Bagharpara,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,11-10-2021,11:05:00,11-10-2021,11:30:11,Khulna,Jashore,Bagherpara,Basuari,,"Ayapur ( mollah para) ",1,5,4,4,4,4,4,,
649,Bagharpara,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,11-10-2021,10:30:00,11-10-2021,11:05:00,Khulna,Jashore,Bagherpara,Basuari,,"Ayapur ( mollah para) ",1,5,4,4,4,4,4,,
650,Bagharpara,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,11-10-2021,09:35:00,11-10-2021,10:00:00,Khulna,Jashore,Bagherpara,Basuari,,"Ayapur ( Biswas para) ",1,5,4,4,4,4,4,,
651,Bagharpara,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,11-10-2021,09:00:00,11-10-2021,09:35:00,Khulna,Jashore,Bagherpara,Basuari,,"Ayapur ( Biswas para) ",1,5,4,4,4,4,4,,
652,Bagharpara,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,10-10-2021,14:35:00,10-10-2021,15:00:00,Khulna,Jashore,Bagherpara,Darajhat,,"Pukuria (poschempara)",2,4,4,4,4,4,4,,
653,Bagharpara,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,10-10-2021,14:00:00,10-10-2021,14:35:00,Khulna,Jashore,Bagherpara,Darajhat,,"Pukuria (poschempara)",2,4,4,4,4,4,4,,
654,Bagharpara,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,10-10-2021,12:35:00,10-10-2021,13:00:00,Khulna,Jashore,Bagherpara,Darajhat,,Lokhipur(risipara),4,4,4,4,4,4,4,,
655,Bagharpara,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,10-10-2021,12:00:00,10-10-2021,12:35:00,Khulna,Jashore,Bagherpara,Darajhat,,Lokhipur(risipara),4,4,4,4,4,4,4,,
656,Bagharpara,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,10-10-2021,11:05:00,10-10-2021,11:30:00,Khulna,Jashore,Bagherpara,Darajhat,,Lokhipur(modhopara),4,4,4,4,4,4,4,,
657,Bagharpara,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,10-10-2021,10:30:00,10-10-2021,11:05:00,Khulna,Jashore,Bagherpara,Darajhat,,Lokhipur(modhopara),4,5,4,4,4,4,4,,
658,Bagharpara,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,10-10-2021,09:35:00,10-10-2021,10:00:00,Khulna,Jashore,Bagherpara,Darajhat,,Lokhipur(modhopara),4,5,4,4,4,4,4,,
659,Bagharpara,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,10-10-2021,09:00:00,10-10-2021,09:35:00,Khulna,Jashore,Bagherpara,Darajhat,,"Lokhenaraonpur (modhopara)",4,5,4,4,4,4,4,,
660,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,27-10-2021,12:35:00,27-10-2021,13:00:00,Khulna,Jashore,Jhikargacha,,"Bohirapara Abul Kasam bari","Parbazar bohirapara",8,4,4,4,4,4,4,,
661,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,27-10-2021,12:00:00,27-10-2021,12:35:00,Khulna,Jashore,Jhikargacha,,"Bohirapara Abul kasem bari","Parbazar bohirapara",8,4,4,4,4,4,4,,
662,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,27-10-2021,11:05:00,27-10-2021,11:30:00,Khulna,Jashore,Jhikargacha,,"Nad paar DuluMia bari","Poncho Nagaur ",8,4,4,4,4,4,4,,
663,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,27-10-2021,10:30:00,27-10-2021,11:05:00,Khulna,Jashore,Jhikargacha,,"Nadi Paar Dolu Mia bari","Poncho Nagaur ",8,4,4,4,4,4,4,,
664,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,27-10-2021,09:35:00,27-10-2021,10:00:00,Khulna,Jashore,Jhikargacha,,"Bhil para josim bari",Hajirali,9,4,4,4,4,4,4,,
665,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,27-10-2021,09:00:00,27-10-2021,09:35:00,Khulna,Jashore,Jhikargacha,,"Bhilpara Joshi bari",Hajirali,9,4,4,4,4,4,4,,
666,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,26-10-2021,16:05:00,26-10-2021,16:30:00,Khulna,Jashore,Jhikargacha,Hajirbagh,"Dakshin Para Akkasmorol",Hajirbagh,1,4,4,4,4,4,4,,
667,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,26-10-2021,15:30:00,26-10-2021,16:05:00,Khulna,Jashore,Jhikargacha,Hajirbagh,"Dakshin Para Akkas morol bari",Hajirbagh,1,4,4,4,4,4,4,,
668,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,26-10-2021,14:35:00,26-10-2021,15:00:00,Khulna,Jashore,Jhikargacha,Hajirbagh,"SAS Para Nazrul bari",Gugihuda,5,4,4,4,4,4,4,,
669,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,26-10-2021,14:00:00,26-10-2021,14:35:00,Khulna,Jashore,Jhikargacha,Hajirbagh,"Shesh Para Nazrul bari",Juguhuda,5,4,4,4,4,4,4,,
670,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,26-10-2021,12:35:00,26-10-2021,13:00:00,Khulna,Jashore,Jhikargacha,Hajirbagh,"Khalasi Para Shamsuddin bari",Shonokur,4,4,4,4,4,4,4,,
671,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,26-10-2021,12:00:00,26-10-2021,12:35:00,Khulna,Jashore,Jhikargacha,Hajirbagh,"Khalasi Para Shamsuddin bari",Shonokur,4,4,4,4,4,4,4,,
672,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,26-10-2021,11:05:00,26-10-2021,11:30:00,Khulna,Jashore,Jhikargacha,Hajirbagh,"Karmakar para hiranath Bari",Shonokur,3,4,4,4,4,4,4,,
673,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,26-10-2021,10:30:00,26-10-2021,11:05:00,Khulna,Jashore,Jhikargacha,Hajirbagh,"Karmakar Para hiranath bari",Shonokur,3,4,4,4,4,4,4,,
674,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Community Meeting",0000,October,26-10-2021,09:35:00,26-10-2021,10:00:00,Khulna,Jashore,Jhikargacha,Hajirbagh,"Sheikh Para Palash bari",Sonokur,3,4,4,4,4,4,4,,
675,Jhikargasa,DCBTN-CIFF,,31-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,26-10-2021,09:00:00,26-10-2021,09:35:00,Khulna,Jashore,Jhikargacha,Hajirbagh,"Sheikh Para Palash bari",Sonakur,3,4,4,4,4,4,4,,
676,Manirampur,DCBTN-CIFF,,30-10-2021,"Community Meeting",0000,October,26-10-2021,16:35:00,26-10-2021,17:00:00,Khulna,Jashore,Manirampur,Hariharnagar,"Mistri para",Soily,01,4,4,4,4,4,4,"Good ",
677,Manirampur,DCBTN-CIFF,,30-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,26-10-2021,16:00:00,26-10-2021,16:35:00,Khulna,Jashore,Manirampur,Hariharnagar,"Mistri para",Soily,01,4,4,4,4,4,4,"Good ",
678,Manirampur,DCBTN-CIFF,,30-10-2021,"Community Meeting",0000,October,26-10-2021,15:05:00,26-10-2021,15:30:00,Khulna,Jashore,Manirampur,Hariharnagar,"Bazar para",Soily,01,4,4,4,4,4,4,"Good ",
679,Manirampur,DCBTN-CIFF,,30-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,26-10-2021,14:30:00,26-10-2021,15:05:00,Khulna,Jashore,Manirampur,Hariharnagar,"Bazar para",Soily,01,4,4,4,4,4,4,"Good ",
680,Manirampur,DCBTN-CIFF,,30-10-2021,"Community Meeting",0000,October,26-10-2021,12:35:00,26-10-2021,13:00:00,Khulna,Jashore,Manirampur,Hariharnagar,"Sordar para",Soily,01,4,4,4,4,4,4,"Good ",
681,Manirampur,DCBTN-CIFF,,30-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,26-10-2021,12:00:00,26-10-2021,12:35:00,Khulna,Jashore,Manirampur,Hariharnagar,"Sordar para",Soily,01,4,4,4,4,4,4,"Good ",
682,Manirampur,DCBTN-CIFF,,30-10-2021,"Community Meeting",0000,October,26-10-2021,11:05:00,26-10-2021,11:30:00,Khulna,Jashore,Manirampur,Hariharnagar,"Molla para",Soily,01,4,4,4,4,4,4,"Good ",
683,Manirampur,DCBTN-CIFF,,30-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,26-10-2021,10:30:00,26-10-2021,11:05:00,Khulna,Jashore,Manirampur,Hariharnagar,"Molla para",Soily,01,4,4,4,4,4,4,"Good ",
684,Manirampur,DCBTN-CIFF,,30-10-2021,"Community Meeting",0000,October,26-10-2021,09:35:00,26-10-2021,10:00:00,Khulna,Jashore,Manirampur,Hariharnagar,"Poscim para",Tetulia,01,4,4,4,4,4,4,"Good ",
685,Manirampur,DCBTN-CIFF,,30-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,26-10-2021,09:00:00,26-10-2021,09:35:00,Khulna,Jashore,Manirampur,Hariharnagar,"Poscim para",Tetulia,01,4,4,4,4,4,4,"Good ",
686,"Jashore District Office",DCBTN-CIFF,,30-10-2021,"Union level CTC meeting",0000,October,26-10-2021,14:05:00,26-10-2021,16:20:00,Khulna,Jashore,"Jashore sadar",Arabpur,"Arabpur Union Parishad ",Vekutia,,5,4,4,5,4,4,,
687,"Jashore District Office",DCBTN-CIFF,,30-10-2021,"Union level CTC meeting",0000,October,25-10-2021,11:00:00,25-10-2021,13:30:00,Khulna,Jashore,"Jashore sadar",Churamankati,"Churamankati Union Parishad ","Churamankati ",,4,4,4,4,4,3,,
688,Abhaynagar,DCBTN-CIFF,,30-10-2021,"Union level LCL workshop",0000,October,03-10-2021,10:30:00,03-10-2021,11:05:00,Khulna,Jashore,Abhaynagar,Siddhipasha,Union,Union,,5,5,5,4,5,4,,
689,"Jashore District Office",DCBTN-CIFF,,30-10-2021,"Union level LCL workshop",0000,October,26-10-2021,10:00:00,26-10-2021,13:00:00,Khulna,Jashore,"Jashore sadar",Arabpur,"Arabpur Union Parishad ",Vekutia,,4,4,5,5,4,4,,
690,Abhaynagar,DCBTN-CIFF,,30-10-2021,"Union level CTC meeting",0000,October,14-10-2021,10:30:26,14-10-2021,12:45:00,Khulna,Jashore,Abhaynagar,Prambag,UNION,Union,,4,4,4,4,5,5,,
691,Abhaynagar,DCBTN-CIFF,,30-10-2021,"Union level CTC meeting",0000,October,21-10-2021,10:30:00,21-10-2021,10:00:00,Khulna,Jashore,Abhaynagar,Payra,UNION,Union,,5,5,5,5,4,4,,
692,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Community Meeting",0000,October,24-10-2021,16:05:00,24-10-2021,16:30:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Dabok para jiyarul bari",Shonokur,1,4,4,4,4,4,4,,
693,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,24-10-2021,15:30:00,24-10-2021,16:05:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Dabok para jiraul bari",Shankarpur,1,4,4,4,4,4,4,,
694,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Community Meeting",0000,October,24-10-2021,14:35:00,24-10-2021,15:00:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Sardar Para rofikul bari",Shankarpur,1,4,4,4,4,4,4,,
695,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,24-10-2021,14:00:00,24-10-2021,14:35:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Sardarpara rafikul bari",Shankarpur,1,4,4,4,4,4,4,,
696,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Community Meeting",0000,October,24-10-2021,12:35:00,24-10-2021,13:00:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Maj para doctor sugar Ali ",Shankarpur,1,4,4,4,4,4,4,,
697,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,24-10-2021,12:00:00,24-10-2021,12:35:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Maj para doctor Sukur Ali bari",Shankarpur,1,4,4,4,4,4,4,,
698,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Community Meeting",0000,October,24-10-2021,11:05:00,24-10-2021,11:30:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Gagi para abu rouf bari",Naira,4,4,4,4,4,4,4,,
699,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,24-10-2021,10:30:00,24-10-2021,11:05:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Gagi para abu Rouf bari",Naira,4,4,4,4,4,4,4,,
700,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Community Meeting",0000,October,24-10-2021,09:35:00,24-10-2021,10:00:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Karikar para shokat bari",Senkardarkati,4,4,4,4,4,4,4,,
701,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,24-10-2021,09:00:00,24-10-2021,09:35:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Karya kar para shoket bari",Senkardarkati,4,4,4,4,4,4,4,,
702,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Interactive Popular Theatre Show (IPT)",0000,September,26-09-2021,08:30:00,26-09-2021,09:05:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Dokin para liton bari",Noyali,9,4,4,4,4,4,4,,
703,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Community Meeting",0000,September,26-09-2021,16:05:00,26-09-2021,16:30:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Rishi para Loafer bari",Bolla,8,4,4,4,4,4,4,,
704,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Interactive Popular Theatre Show (IPT)",0000,September,26-09-2021,15:30:00,26-09-2021,16:05:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Rishi Para Loafer bari",Bolla,8,4,4,4,4,4,4,,
705,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Community Meeting",0000,September,26-09-2021,14:35:00,26-09-2021,15:00:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Bazarpara rafikul bari",Bolla,8,4,4,4,4,4,4,,
706,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Interactive Popular Theatre Show (IPT)",0000,September,26-09-2021,14:00:00,26-09-2021,14:35:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Bazarpara rofikul bari",Bolla,8,4,4,4,4,4,4,,
707,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Community Meeting",0000,September,26-09-2021,12:05:00,26-09-2021,12:30:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Refugee Para Alamgir bari",Noyali,9,4,4,4,4,4,4,,
708,Jhikargasa,DCBTN-CIFF,,28-10-2021,"Interactive Popular Theatre Show (IPT)",0000,September,26-09-2021,11:30:00,26-09-2021,12:05:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Refugee Para Alamgir bari",Noyali,9,4,4,4,4,4,4,,
709,Jhikargasa,DCBTN-CIFF,,27-10-2021,"Community Meeting",0000,September,26-09-2021,10:35:00,26-09-2021,11:00:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Mas Para amirul Bari",Noyali,9,4,4,4,4,4,4,,
710,Jhikargasa,DCBTN-CIFF,,27-10-2021,"Interactive Popular Theatre Show (IPT)",0000,September,26-09-2021,10:00:00,26-09-2021,10:35:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Mas Para amirul bari",Noyali,9,4,4,4,4,4,4,,
711,Jhikargasa,DCBTN-CIFF,,27-10-2021,"Community Meeting",0000,September,26-09-2021,09:05:00,26-09-2021,09:30:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Dakshin Para Nitin doctor Bari",Noyali,9,4,4,4,4,4,4,,
712,Sharsha,DCBTN-CIFF,,26-10-2021,"School Quiz",0000,October,26-10-2021,09:30:30,26-10-2021,12:15:30,Khulna,Jashore,Sharsha,Benapole,"Habibur Rahman Biswas High School",Khoridanga,,5,5,5,5,5,5,,
713,Manirampur,DCBTN-CIFF,,25-10-2021,"Community Meeting",0000,October,24-10-2021,16:35:00,24-10-2021,17:00:00,Khulna,Jashore,Manirampur,Jhanpa,"Majher para",Joka,04,4,4,4,4,4,4,"Good ",
714,Manirampur,DCBTN-CIFF,,25-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,24-10-2021,16:00:00,24-10-2021,16:35:00,Khulna,Jashore,Manirampur,Jhanpa,"Majher para",Joka,04,4,4,4,4,4,4,"Good ",
715,Manirampur,DCBTN-CIFF,,25-10-2021,"Community Meeting",0000,October,24-10-2021,15:05:00,24-10-2021,15:30:00,Khulna,Jashore,Manirampur,Jhanpa,"Dhali para",Joka,04,4,4,4,4,4,4,"Good ",
716,Manirampur,DCBTN-CIFF,,25-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,24-10-2021,14:30:00,24-10-2021,15:05:00,Khulna,Jashore,Manirampur,Jhanpa,"Dhali para",Joka,04,4,4,4,4,4,4,"Good ",
717,Manirampur,DCBTN-CIFF,,25-10-2021,"Community Meeting",0000,October,24-10-2021,12:35:00,24-10-2021,13:00:00,Khulna,Jashore,Manirampur,Jhanpa,"Selai center",Solokhada,04,4,4,4,4,4,4,"Good ",
718,Manirampur,DCBTN-CIFF,,25-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,24-10-2021,12:00:00,24-10-2021,12:35:00,Khulna,Jashore,Manirampur,Jhanpa,"Selai center",Solokhada,04,4,4,4,4,4,4,"Good ",
719,Manirampur,DCBTN-CIFF,,25-10-2021,"Community Meeting",0000,October,24-10-2021,11:05:00,24-10-2021,11:30:00,Khulna,Jashore,Manirampur,Jhanpa,"Majher para",Solokhada,04,4,4,4,4,4,4,"Good ",
720,Manirampur,DCBTN-CIFF,,25-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,24-10-2021,10:30:00,24-10-2021,11:05:00,Khulna,Jashore,Manirampur,Jhanpa,"Majher para",Solokhada,04,4,4,4,4,4,4,"Good ",
721,Manirampur,DCBTN-CIFF,,25-10-2021,"Community Meeting",0000,October,24-10-2021,09:35:00,24-10-2021,10:00:00,Khulna,Jashore,Manirampur,Jhanpa,"Ar para",Solokhada,04,4,4,4,4,4,4,"Good ",
722,Manirampur,DCBTN-CIFF,,25-10-2021,"Interactive Popular Theatre Show (IPT)",0000,October,24-10-2021,09:00:00,24-10-2021,09:35:00,Khulna,Jashore,Manirampur,Jhanpa,"Ar para",Solokhada,04,4,4,4,4,4,4,"Good ",
723,Sharsha,DCBTN-CIFF,,25-10-2021,"Union level CTC meeting",0000,October,14-10-2021,10:00:42,14-10-2021,12:30:42,Khulna,Jashore,Sharsha,Bahadurpur,School,Bahadurpur,03,4,4,4,4,4,4,,
724,Sharsha,DCBTN-CIFF,,25-10-2021,"Union level CTC meeting",0000,October,13-10-2021,10:00:58,13-10-2021,12:30:58,Khulna,Jashore,Sharsha,Sharsha,"Navaron Bazar",Sharsha,10,4,4,4,4,4,4,,
725,Sharsha,DCBTN-CIFF,,25-10-2021,"Union level CTC meeting",0000,October,11-10-2021,10:00:04,11-10-2021,12:30:04,Khulna,Jashore,Sharsha,Nizampur,School,Gorpara,11,4,4,4,4,4,4,,
726,Sharsha,DCBTN-CIFF,,25-10-2021,"Union level LCL workshop",0000,October,21-10-2021,10:30:45,21-10-2021,01:00:45,Khulna,Jashore,Sharsha,Kayba,Bazar,Kayba,07,4,4,4,4,4,4,,
727,Sharsha,DCBTN-CIFF,,25-10-2021,"Upazila level LCL workshop",0000,October,19-10-2021,10:00:31,19-10-2021,12:30:31,Khulna,Jashore,Sharsha,Sharsha,Bazar,Sharsha,04,5,5,4,4,4,4,,
728,Sharsha,DCBTN-CIFF,,25-10-2021,"Union level LCL workshop",0000,October,17-10-2021,10:30:30,17-10-2021,01:00:30,Khulna,Jashore,Sharsha,Sharsha,"Navaron Bazar",Sharsha,10,4,4,4,4,4,4,,
729,Sharsha,DCBTN-CIFF,,25-10-2021,"Union level LCL workshop",0000,October,04-10-2021,10:30:47,04-10-2021,01:00:47,Khulna,Jashore,Sharsha,Putkhali,School,Baroputa,05,4,4,4,4,4,4,,
